age,education_level,duration_of_stay,monthly_income_usd,bank_balance_usd,prev_countries_visited,prev_visa_rejections,has_return_ticket,has_criminal_record,visa_approved,nationality_Australian,nationality_British,nationality_Canadian,nationality_Chinese,nationality_German,nationality_Indian,nationality_Nigerian,marital_status_Married,marital_status_Single,destination_country_Canada,destination_country_France,destination_country_Germany,destination_country_UK,destination_country_USA,visa_type_Tourist,visa_type_Work
-0.29849308882027975,4,-0.7452054554129945,0.4643081839241069,0.788009673957762,0.8256468785389048,1.4785321042748578,0,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
-0.1650376582342338,1,-1.1428438866928015,0.8593251410636018,-0.5195999891102212,-0.4922252340531219,-1.4583265169607569,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.1695166476262253,1,0.9811272462408012,0.3964333819383892,1.046300119007534,-1.6453633325711452,0.8911603800277349,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0.7691503558680877,4,1.0975092261275738,1.3692255969704423,0.6521570928605196,0.9903808926129082,0.3037886557806119,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
-0.23176537352725676,2,1.0102227412124944,0.4647878645035112,1.2583862696191601,-0.9864272762751319,1.4785321042748578,1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
-0.8990425264574864,2,1.0781122294797785,0.24125671450107697,-1.60367791721375,0.8256468785389048,0.8911603800277349,1,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.6356949252820417,2,1.6406251322658467,0.3045745509824532,-1.540753575587371,-0.16275720590511522,-1.4583265169607569,1,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
-0.6321316652853946,4,-0.6676174688218127,1.4243888636019444,1.179023185489103,-0.9864272762751319,-1.4583265169607569,1,0,1,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
-0.6988593805784175,4,0.9811272462408012,-1.0632346211890948,1.613340036899117,-0.8216932622011286,1.4785321042748578,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
-0.6988593805784175,2,0.8647452663540285,-1.1498169657715829,0.45023307397844003,1.6493169489089214,-0.28358306846651105,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.8358780711611106,2,-0.2699790375420058,-1.4733615165798273,0.8657200930660591,-0.4922252340531219,-1.4583265169607569,0,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
-0.6988593805784175,1,0.35072485518744884,-1.2138543231220655,-1.4017538983316704,1.4845829348349182,0.3037886557806119,0,0,0,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
0.9026057864541336,1,-1.511386823000915,-0.684047123169944,-0.48093817652670423,0.001976808168888115,-0.870954792713634,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
-0.09830994294121084,4,-0.3766625191048808,0.3012167869266226,-0.0072210877362163875,-1.3158953044231385,0.3037886557806119,1,0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0.03514548764483507,4,-1.3271153548468582,-0.31637195905649784,-1.1320002873862853,-1.1511612903491353,-0.870954792713634,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
-1.0992256723365552,3,1.4272581691400967,0.6391517551169981,0.2553240906674488,0.3314448363168948,0.8911603800277349,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
-0.5654039499923715,3,-0.4736475023438581,-1.608151759392454,-0.019897380083972536,0.9903808926129082,1.4785321042748578,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
0.03514548764483507,2,-1.7053567894788697,-0.4895366482214738,0.27978001668094227,0.3314448363168948,-0.28358306846651105,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.0324979570435322,1,-1.6374673012115855,0.6736887568341124,1.0295097456481621,1.3198489207609148,-0.28358306846651105,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.36878406410994985,2,0.08886540044221015,1.3577132630647375,-0.09402116446419435,-0.6569592481271253,0.8911603800277349,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
